trial,min_weight_on_accessible,max_blocked,sum_blocked
369,0.197897,0.0000000000,0.0000000000
370,0.198661,0.0000000000,0.0000000000
371,0.196656,0.0000000000,0.0000000000
372,0.198915,0.0000000000,0.0000000000
373,0.196766,0.0000000000,0.0000000000
374,0.196585,0.0000000000,0.0000000000
375,0.197712,0.0000000000,0.0000000000
376,0.195179,0.0000000000,0.0000000000
377,0.197883,0.0000000000,0.0000000000
378,0.197136,0.0000000000,0.0000000000
379,0.197187,0.0000000000,0.0000000000
380,0.195889,0.0000000000,0.0000000000
381,0.198152,0.0000000000,0.0000000000
382,0.199197,0.0000000000,0.0000000000
383,0.196541,0.0000000000,0.0000000000
384,0.198922,0.0000000000,0.0000000000
385,0.197754,0.0000000000,0.0000000000
386,0.197295,0.0000000000,0.0000000000
387,0.198684,0.0000000000,0.0000000000
388,0.197061,0.0000000000,0.0000000000
389,0.197912,0.0000000000,0.0000000000
390,0.199117,0.0000000000,0.0000000000
391,0.197780,0.0000000000,0.0000000000
392,0.193514,0.0000000000,0.0000000000
393,0.196981,0.0000000000,0.0000000000
394,0.196157,0.0000000000,0.0000000000
395,0.195973,0.0000000000,0.0000000000
396,0.197099,0.0000000000,0.0000000000
397,0.196096,0.0000000000,0.0000000000
398,0.197202,0.0000000000,0.0000000000
399,0.191849,0.0000000000,0.0000000000
400,0.197096,0.0000000000,0.0000000000
401,0.198209,0.0000000000,0.0000000000
402,0.195983,0.0000000000,0.0000000000
403,0.196195,0.0000000000,0.0000000000
404,0.191893,0.0000000000,0.0000000000
405,0.197691,0.0000000000,0.0000000000
406,0.198591,0.0000000000,0.0000000000
407,0.197150,0.0000000000,0.0000000000
408,0.196790,0.0000000000,0.0000000000
409,0.195688,0.0000000000,0.0000000000
410,0.197810,0.0000000000,0.0000000000
411,0.195970,0.0000000000,0.0000000000
412,0.193311,0.0000000000,0.0000000000
413,0.197297,0.0000000000,0.0000000000
414,0.195610,0.0000000000,0.0000000000
415,0.198592,0.0000000000,0.0000000000
416,0.199413,0.0000000000,0.0000000000
417,0.196419,0.0000000000,0.0000000000
418,0.196428,0.0000000000,0.0000000000
419,0.199019,0.0000000000,0.0000000000
420,0.198187,0.0000000000,0.0000000000
421,0.195815,0.0000000000,0.0000000000
