trial,min_weight_on_accessible,max_blocked,sum_blocked
654,0.197782,0.0000000000,0.0000000000
655,0.198747,0.0000000000,0.0000000000
656,0.198538,0.0000000000,0.0000000000
657,0.197286,0.0000000000,0.0000000000
658,0.199305,0.0000000000,0.0000000000
659,0.195665,0.0000000000,0.0000000000
660,0.198051,0.0000000000,0.0000000000
661,0.196028,0.0000000000,0.0000000000
662,0.196687,0.0000000000,0.0000000000
663,0.199097,0.0000000000,0.0000000000
664,0.196698,0.0000000000,0.0000000000
665,0.197449,0.0000000000,0.0000000000
666,0.198909,0.0000000000,0.0000000000
667,0.198443,0.0000000000,0.0000000000
668,0.195904,0.0000000000,0.0000000000
669,0.198288,0.0000000000,0.0000000000
670,0.197260,0.0000000000,0.0000000000
671,0.196484,0.0000000000,0.0000000000
672,0.197350,0.0000000000,0.0000000000
673,0.196691,0.0000000000,0.0000000000
674,0.197366,0.0000000000,0.0000000000
675,0.196251,0.0000000000,0.0000000000
676,0.196979,0.0000000000,0.0000000000
677,0.199868,0.0000000000,0.0000000000
678,0.197655,0.0000000000,0.0000000000
679,0.196430,0.0000000000,0.0000000000
680,0.196462,0.0000000000,0.0000000000
681,0.196099,0.0000000000,0.0000000000
682,0.198974,0.0000000000,0.0000000000
683,0.194910,0.0000000000,0.0000000000
684,0.194263,0.0000000000,0.0000000000
685,0.198810,0.0000000000,0.0000000000
686,0.198588,0.0000000000,0.0000000000
687,0.193867,0.0000000000,0.0000000000
688,0.198615,0.0000000000,0.0000000000
689,0.197403,0.0000000000,0.0000000000
690,0.198917,0.0000000000,0.0000000000
691,0.198569,0.0000000000,0.0000000000
692,0.198824,0.0000000000,0.0000000000
693,0.195569,0.0000000000,0.0000000000
694,0.193734,0.0000000000,0.0000000000
695,0.197747,0.0000000000,0.0000000000
696,0.197615,0.0000000000,0.0000000000
697,0.198124,0.0000000000,0.0000000000
698,0.196744,0.0000000000,0.0000000000
699,0.193092,0.0000000000,0.0000000000
700,0.198539,0.0000000000,0.0000000000
701,0.195602,0.0000000000,0.0000000000
702,0.197953,0.0000000000,0.0000000000
703,0.196375,0.0000000000,0.0000000000
704,0.195571,0.0000000000,0.0000000000
705,0.197295,0.0000000000,0.0000000000
706,0.198710,0.0000000000,0.0000000000
707,0.196225,0.0000000000,0.0000000000
708,0.195720,0.0000000000,0.0000000000
709,0.193743,0.0000000000,0.0000000000
710,0.195026,0.0000000000,0.0000000000
711,0.197897,0.0000000000,0.0000000000
712,0.191220,0.0000000000,0.0000000000
713,0.196074,0.0000000000,0.0000000000
714,0.197831,0.0000000000,0.0000000000
715,0.197493,0.0000000000,0.0000000000
716,0.195176,0.0000000000,0.0000000000
717,0.197410,0.0000000000,0.0000000000
718,0.194134,0.0000000000,0.0000000000
719,0.197835,0.0000000000,0.0000000000
720,0.194228,0.0000000000,0.0000000000
721,0.198795,0.0000000000,0.0000000000
722,0.193035,0.0000000000,0.0000000000
723,0.197832,0.0000000000,0.0000000000
724,0.197286,0.0000000000,0.0000000000
725,0.197440,0.0000000000,0.0000000000
726,0.198943,0.0000000000,0.0000000000
727,0.193821,0.0000000000,0.0000000000
728,0.197931,0.0000000000,0.0000000000
729,0.197589,0.0000000000,0.0000000000
730,0.197449,0.0000000000,0.0000000000
731,0.198151,0.0000000000,0.0000000000
732,0.194528,0.0000000000,0.0000000000
733,0.198313,0.0000000000,0.0000000000
734,0.197089,0.0000000000,0.0000000000
735,0.196948,0.0000000000,0.0000000000
736,0.198595,0.0000000000,0.0000000000
737,0.197241,0.0000000000,0.0000000000
738,0.195757,0.0000000000,0.0000000000
739,0.195297,0.0000000000,0.0000000000
740,0.196827,0.0000000000,0.0000000000
741,0.196466,0.0000000000,0.0000000000
742,0.199462,0.0000000000,0.0000000000
743,0.198769,0.0000000000,0.0000000000
744,0.192483,0.0000000000,0.0000000000
745,0.194702,0.0000000000,0.0000000000
746,0.198241,0.0000000000,0.0000000000
747,0.197072,0.0000000000,0.0000000000
748,0.197366,0.0000000000,0.0000000000
749,0.190821,0.0000000000,0.0000000000
750,0.196955,0.0000000000,0.0000000000
751,0.197212,0.0000000000,0.0000000000
752,0.195988,0.0000000000,0.0000000000
753,0.197735,0.0000000000,0.0000000000
754,0.198123,0.0000000000,0.0000000000
755,0.194788,0.0000000000,0.0000000000
756,0.198175,0.0000000000,0.0000000000
757,0.194083,0.0000000000,0.0000000000
758,0.194389,0.0000000000,0.0000000000
759,0.197580,0.0000000000,0.0000000000
760,0.197507,0.0000000000,0.0000000000
761,0.196122,0.0000000000,0.0000000000
762,0.197269,0.0000000000,0.0000000000
763,0.198056,0.0000000000,0.0000000000
764,0.198879,0.0000000000,0.0000000000
765,0.196289,0.0000000000,0.0000000000
766,0.197366,0.0000000000,0.0000000000
767,0.199006,0.0000000000,0.0000000000
768,0.196663,0.0000000000,0.0000000000
769,0.197645,0.0000000000,0.0000000000
770,0.195753,0.0000000000,0.0000000000
771,0.195689,0.0000000000,0.0000000000
772,0.195030,0.0000000000,0.0000000000
773,0.198162,0.0000000000,0.0000000000
774,0.198073,0.0000000000,0.0000000000
775,0.197152,0.0000000000,0.0000000000
776,0.190103,0.0000000000,0.0000000000
777,0.196379,0.0000000000,0.0000000000
778,0.195769,0.0000000000,0.0000000000
779,0.193417,0.0000000000,0.0000000000
780,0.195536,0.0000000000,0.0000000000
781,0.197195,0.0000000000,0.0000000000
782,0.196838,0.0000000000,0.0000000000
783,0.197255,0.0000000000,0.0000000000
784,0.198904,0.0000000000,0.0000000000
785,0.197471,0.0000000000,0.0000000000
786,0.198535,0.0000000000,0.0000000000
787,0.196347,0.0000000000,0.0000000000
788,0.195401,0.0000000000,0.0000000000
789,0.194913,0.0000000000,0.0000000000
790,0.196474,0.0000000000,0.0000000000
791,0.199117,0.0000000000,0.0000000000
792,0.197545,0.0000000000,0.0000000000
793,0.197695,0.0000000000,0.0000000000
794,0.197731,0.0000000000,0.0000000000
795,0.199492,0.0000000000,0.0000000000
796,0.195189,0.0000000000,0.0000000000
797,0.199028,0.0000000000,0.0000000000
798,0.196773,0.0000000000,0.0000000000
799,0.196057,0.0000000000,0.0000000000
800,0.198716,0.0000000000,0.0000000000
801,0.199467,0.0000000000,0.0000000000
802,0.194975,0.0000000000,0.0000000000
803,0.199325,0.0000000000,0.0000000000
804,0.197856,0.0000000000,0.0000000000
805,0.199201,0.0000000000,0.0000000000
806,0.196327,0.0000000000,0.0000000000
807,0.198368,0.0000000000,0.0000000000
808,0.196663,0.0000000000,0.0000000000
809,0.197234,0.0000000000,0.0000000000
810,0.199480,0.0000000000,0.0000000000
811,0.197118,0.0000000000,0.0000000000
812,0.194241,0.0000000000,0.0000000000
813,0.194626,0.0000000000,0.0000000000
814,0.197506,0.0000000000,0.0000000000
815,0.197656,0.0000000000,0.0000000000
816,0.197542,0.0000000000,0.0000000000
817,0.199009,0.0000000000,0.0000000000
818,0.199114,0.0000000000,0.0000000000
819,0.196846,0.0000000000,0.0000000000
820,0.195864,0.0000000000,0.0000000000
821,0.198201,0.0000000000,0.0000000000
822,0.195564,0.0000000000,0.0000000000
823,0.195557,0.0000000000,0.0000000000
824,0.195045,0.0000000000,0.0000000000
825,0.197640,0.0000000000,0.0000000000
826,0.197423,0.0000000000,0.0000000000
827,0.196370,0.0000000000,0.0000000000
828,0.197149,0.0000000000,0.0000000000
829,0.199706,0.0000000000,0.0000000000
830,0.196889,0.0000000000,0.0000000000
831,0.198392,0.0000000000,0.0000000000
832,0.196265,0.0000000000,0.0000000000
833,0.198402,0.0000000000,0.0000000000
834,0.194538,0.0000000000,0.0000000000
835,0.197465,0.0000000000,0.0000000000
836,0.195745,0.0000000000,0.0000000000
837,0.198452,0.0000000000,0.0000000000
838,0.194320,0.0000000000,0.0000000000
839,0.193907,0.0000000000,0.0000000000
840,0.197181,0.0000000000,0.0000000000
841,0.197799,0.0000000000,0.0000000000
842,0.196764,0.0000000000,0.0000000000
843,0.195551,0.0000000000,0.0000000000
844,0.199468,0.0000000000,0.0000000000
845,0.195232,0.0000000000,0.0000000000
846,0.196714,0.0000000000,0.0000000000
847,0.196827,0.0000000000,0.0000000000
848,0.198622,0.0000000000,0.0000000000
849,0.198326,0.0000000000,0.0000000000
850,0.199264,0.0000000000,0.0000000000
851,0.198290,0.0000000000,0.0000000000
852,0.198683,0.0000000000,0.0000000000
853,0.198987,0.0000000000,0.0000000000
854,0.197032,0.0000000000,0.0000000000
855,0.199194,0.0000000000,0.0000000000
856,0.196406,0.0000000000,0.0000000000
857,0.197681,0.0000000000,0.0000000000
858,0.198273,0.0000000000,0.0000000000
859,0.199593,0.0000000000,0.0000000000
860,0.196425,0.0000000000,0.0000000000
861,0.197468,0.0000000000,0.0000000000
862,0.198426,0.0000000000,0.0000000000
863,0.194117,0.0000000000,0.0000000000
864,0.197632,0.0000000000,0.0000000000
865,0.196494,0.0000000000,0.0000000000
866,0.199175,0.0000000000,0.0000000000
867,0.198459,0.0000000000,0.0000000000
868,0.197418,0.0000000000,0.0000000000
869,0.197396,0.0000000000,0.0000000000
870,0.195118,0.0000000000,0.0000000000
871,0.191247,0.0000000000,0.0000000000
872,0.197669,0.0000000000,0.0000000000
873,0.197884,0.0000000000,0.0000000000
874,0.192382,0.0000000000,0.0000000000
875,0.198063,0.0000000000,0.0000000000
876,0.197263,0.0000000000,0.0000000000
877,0.197310,0.0000000000,0.0000000000
878,0.199176,0.0000000000,0.0000000000
879,0.199653,0.0000000000,0.0000000000
880,0.199268,0.0000000000,0.0000000000
881,0.198141,0.0000000000,0.0000000000
882,0.198135,0.0000000000,0.0000000000
883,0.197939,0.0000000000,0.0000000000
884,0.194766,0.0000000000,0.0000000000
885,0.196819,0.0000000000,0.0000000000
886,0.197059,0.0000000000,0.0000000000
887,0.196407,0.0000000000,0.0000000000
888,0.198290,0.0000000000,0.0000000000
889,0.197453,0.0000000000,0.0000000000
890,0.196474,0.0000000000,0.0000000000
891,0.199105,0.0000000000,0.0000000000
892,0.193641,0.0000000000,0.0000000000
893,0.198833,0.0000000000,0.0000000000
894,0.195845,0.0000000000,0.0000000000
895,0.199084,0.0000000000,0.0000000000
896,0.199326,0.0000000000,0.0000000000
897,0.198056,0.0000000000,0.0000000000
898,0.194772,0.0000000000,0.0000000000
899,0.197018,0.0000000000,0.0000000000
900,0.195657,0.0000000000,0.0000000000
901,0.194415,0.0000000000,0.0000000000
902,0.193132,0.0000000000,0.0000000000
903,0.198586,0.0000000000,0.0000000000
904,0.195038,0.0000000000,0.0000000000
905,0.196916,0.0000000000,0.0000000000
906,0.196706,0.0000000000,0.0000000000
907,0.198324,0.0000000000,0.0000000000
908,0.198773,0.0000000000,0.0000000000
909,0.198082,0.0000000000,0.0000000000
910,0.198647,0.0000000000,0.0000000000
911,0.195225,0.0000000000,0.0000000000
912,0.196934,0.0000000000,0.0000000000
913,0.193454,0.0000000000,0.0000000000
914,0.197153,0.0000000000,0.0000000000
915,0.195737,0.0000000000,0.0000000000
916,0.197762,0.0000000000,0.0000000000
917,0.195726,0.0000000000,0.0000000000
918,0.195154,0.0000000000,0.0000000000
919,0.198167,0.0000000000,0.0000000000
920,0.196582,0.0000000000,0.0000000000
921,0.197188,0.0000000000,0.0000000000
922,0.195892,0.0000000000,0.0000000000
923,0.196593,0.0000000000,0.0000000000
924,0.191645,0.0000000000,0.0000000000
925,0.194784,0.0000000000,0.0000000000
926,0.196488,0.0000000000,0.0000000000
927,0.198654,0.0000000000,0.0000000000
928,0.198737,0.0000000000,0.0000000000
929,0.197278,0.0000000000,0.0000000000
930,0.198219,0.0000000000,0.0000000000
931,0.198393,0.0000000000,0.0000000000
932,0.195483,0.0000000000,0.0000000000
933,0.194334,0.0000000000,0.0000000000
934,0.198377,0.0000000000,0.0000000000
935,0.196562,0.0000000000,0.0000000000
936,0.196600,0.0000000000,0.0000000000
937,0.196096,0.0000000000,0.0000000000
938,0.196198,0.0000000000,0.0000000000
939,0.199651,0.0000000000,0.0000000000
940,0.198352,0.0000000000,0.0000000000
941,0.198464,0.0000000000,0.0000000000
942,0.197916,0.0000000000,0.0000000000
943,0.196092,0.0000000000,0.0000000000
944,0.193596,0.0000000000,0.0000000000
945,0.196908,0.0000000000,0.0000000000
946,0.198672,0.0000000000,0.0000000000
947,0.196645,0.0000000000,0.0000000000
948,0.197624,0.0000000000,0.0000000000
949,0.199107,0.0000000000,0.0000000000
950,0.197185,0.0000000000,0.0000000000
951,0.197598,0.0000000000,0.0000000000
952,0.197280,0.0000000000,0.0000000000
953,0.195803,0.0000000000,0.0000000000
954,0.198166,0.0000000000,0.0000000000
955,0.196973,0.0000000000,0.0000000000
956,0.194776,0.0000000000,0.0000000000
957,0.195920,0.0000000000,0.0000000000
958,0.194711,0.0000000000,0.0000000000
959,0.193332,0.0000000000,0.0000000000
960,0.197113,0.0000000000,0.0000000000
961,0.198432,0.0000000000,0.0000000000
962,0.195805,0.0000000000,0.0000000000
963,0.196139,0.0000000000,0.0000000000
964,0.198362,0.0000000000,0.0000000000
965,0.197279,0.0000000000,0.0000000000
966,0.198855,0.0000000000,0.0000000000
967,0.198517,0.0000000000,0.0000000000
968,0.197568,0.0000000000,0.0000000000
969,0.197813,0.0000000000,0.0000000000
970,0.193422,0.0000000000,0.0000000000
971,0.197754,0.0000000000,0.0000000000
972,0.197116,0.0000000000,0.0000000000
973,0.198630,0.0000000000,0.0000000000
974,0.198037,0.0000000000,0.0000000000
975,0.196868,0.0000000000,0.0000000000
976,0.198355,0.0000000000,0.0000000000
977,0.196250,0.0000000000,0.0000000000
978,0.195934,0.0000000000,0.0000000000
979,0.197428,0.0000000000,0.0000000000
980,0.196960,0.0000000000,0.0000000000
981,0.198989,0.0000000000,0.0000000000
982,0.195327,0.0000000000,0.0000000000
983,0.198663,0.0000000000,0.0000000000
984,0.193482,0.0000000000,0.0000000000
985,0.199774,0.0000000000,0.0000000000
986,0.198778,0.0000000000,0.0000000000
987,0.191846,0.0000000000,0.0000000000
988,0.194662,0.0000000000,0.0000000000
989,0.192909,0.0000000000,0.0000000000
990,0.199746,0.0000000000,0.0000000000
991,0.195617,0.0000000000,0.0000000000
992,0.197515,0.0000000000,0.0000000000
993,0.196091,0.0000000000,0.0000000000
994,0.196807,0.0000000000,0.0000000000
995,0.196030,0.0000000000,0.0000000000
996,0.195435,0.0000000000,0.0000000000
997,0.194788,0.0000000000,0.0000000000
998,0.195443,0.0000000000,0.0000000000
999,0.197004,0.0000000000,0.0000000000
